job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB03094,Machine Learning Engineer,Deloitte,"Gurugram, Haryana","We are looking for a Machine Learning Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include SQL, TensorFlow, Machine Learning, Python. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹5-8 LPA,Contract,"['TensorFlow', 'Machine Learning', 'SQL', 'Python']"
JOB03095,Business Analyst,Zoho,"Ahmedabad, Gujarat","We are looking for a Business Analyst to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Power BI, Excel, SQL. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹5-8 LPA,Full-time,"['Power BI', 'SQL', 'Excel']"
JOB03096,Machine Learning Engineer,Persistent Systems,"Chennai, Tamil Nadu","We are looking for a Machine Learning Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, NLP, SQL, TensorFlow. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹5-8 LPA,Remote,"['TensorFlow', 'Machine Learning', 'SQL', 'Python']"
JOB03097,Software Engineer,Capgemini,"Delhi, India","We are looking for a Software Engineer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Data Structures, C++, Git, Python, Java. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹3-5 LPA,Contract,"['C++', 'Git', 'Java', 'Python']"
JOB03098,Web Developer,LTIMindtree,"Noida, Uttar Pradesh","We are looking for a Web Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Git, CSS, React, JavaScript. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹5-8 LPA,Full-time,"['Java', 'JavaScript', 'CSS', 'React', 'Git']"
JOB03099,SQL Developer,Oracle,"Mumbai, Maharashtra","We are looking for a SQL Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include ETL, SQL, Database, PostgreSQL. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹3-5 LPA,Internship,"['PostgreSQL', 'SQL', 'Oracle']"
JOB03100,Full Stack Developer,Tech Mahindra,"Pune, Maharashtra","We are looking for a Full Stack Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include HTML, React, Node.js, CSS, JavaScript. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹5-8 LPA,Contract,"['Node.js', 'Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB03101,Python Developer,Deloitte,Remote,"We are looking for a Python Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include REST API, Flask, Django, SQL, Python. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹6-10 LPA,Internship,"['Django', 'Flask', 'SQL', 'Python']"
JOB03102,Data Analyst,Adobe,"Bengaluru, Karnataka","We are looking for a Data Analyst to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, Python, Tableau. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹12-20 LPA,Internship,"['Tableau', 'Excel', 'Power BI', 'Python']"
JOB03103,DevOps Engineer,HCLTech,"Pune, Maharashtra","We are looking for a DevOps Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Linux, Kubernetes, Docker. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹5-8 LPA,Full-time,"['Kubernetes', 'Docker']"
JOB03104,Product Analyst,Oracle,"Jaipur, Rajasthan","We are looking for a Product Analyst to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include A/B Testing, Excel, Analytics, Python. Candidates should have 0-2 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Any Graduate,₹5-8 LPA,Remote,"['Oracle', 'Excel', 'Python']"
JOB03105,Cybersecurity Analyst,Cognizant,"Mumbai, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Networking, SIEM, Python, Cybersecurity, Linux. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹10-16 LPA,Contract,['Python']
JOB03106,DevOps Engineer,Google,"Bengaluru, Karnataka","We are looking for a DevOps Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Kubernetes, Linux, Jenkins. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹6-10 LPA,Part-time,['Kubernetes']
JOB03107,Frontend Developer,Microsoft,"Jaipur, Rajasthan","We are looking for a Frontend Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include HTML, Tailwind CSS, JavaScript, CSS, React. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹8-12 LPA,Remote,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB03108,Python Developer,HCLTech,"Delhi, India","We are looking for a Python Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Django, REST API, Flask, Python. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹12-20 LPA,Full-time,"['Flask', 'Django', 'Python']"
JOB03109,Data Analyst,Deloitte,"Jaipur, Rajasthan","We are looking for a Data Analyst to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Tableau, Python, Power BI, SQL. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹8-12 LPA,Internship,"['Tableau', 'Power BI', 'SQL', 'Python']"
